user_id,offer_id,user_age
d6fe6704ce0ba3f90939e966186477aa,0,0
d7d6b6338cb4eae8b79433d3637f8370,3,0
da0558919aed169aa1629678a6ebd2da,1,0
dca7085d5af68e91d19ed7cb75e1dd86,3,0
dca7085d5af68e91d19ed7cb75e1dd86,0,0
de2d7f51a1ae278e5016c9c2d551be06,1,0
de44e30cd456891d7f9a9b4926c0c7fa,1,0
e0e2b58d64fb37a2527329a5ce093d80,1,0
e1909f0a4f33658033f4951deed9985f,1,0
e83d05690ab3fc026f33bdeb666ce56e,1,0
eb3f249ea5c5b054997c944258ddbe93,1,0
ec7b61ad3a002c9cabd9f980dddf1f50,1,0
ed1c95743a5308d87a947c4a1f3681d1,0,0
f1c7c00c71db5bba46087dc084f3297c,0,0
f34185c4ca5d58e781d4f14173d41e5d,1,0
f3e5c68b0bd83bc0473ab351301c666c,0,0
fbe1efb5d0b302e6390e0039086eb0f0,0,0
675be3930765f553975c0b140bbf0863,3,6
1437751a77305a0c4c8d44127bd8c285,3,7
675be3930765f553975c0b140bbf0863,3,7
1437751a77305a0c4c8d44127bd8c285,3,8
c3e878e27f52e2a57ace4d9a76fd9acf,1,8
960a11a4601a7c97b0c171654688d787,1,9
c3e878e27f52e2a57ace4d9a76fd9acf,1,9
35ddc9c9f94f165d5a7733b7c28d68e4,3,22
4fd83dfba849a83ebb2fc66c64514477,3,22
54a00bd8786090df4d5db7b8a78bdccd,3,22
c5e353fa4d06d8d14770bd4d3dea33f5,1,22
dbc4d971889417b0f4cb0434de170a51,3,22
e2aaec431441475515895f41adc16ad8,0,22
edb446b67d69adbfe9a21068982000c2,3,22
3b7cd3a5ad79da7f656f33072ad212fe,1,23
90c9acf337005013884727424781ca24,1,23
edb446b67d69adbfe9a21068982000c2,3,23
3b7cd3a5ad79da7f656f33072ad212fe,1,24
90c9acf337005013884727424781ca24,1,24
a4519cf8b3ad2702f943f34e78020d39,1,25
55efcf54295637f183dac24b4162e519,1,26
8334730ef64bf0481c0cd8487bb4be5a,1,26
d62d547b691386d375cb41d01cdfdcc5,1,26
010560ade6819511f38ca60253d34614,1,27
088ad47d610c3e2f2f8e0be419476c26,1,27
1862178243d292b424cf3c2c212946bf,1,27
62e8619340b160ee5343ec3f1d463df3,1,27
fdb7e81a28de5b0884ef1dadb665d0dd,3,27
043c3d7e489c69b48737cc0c92d0f3a2,1,28
088ad47d610c3e2f2f8e0be419476c26,1,28
1862178243d292b424cf3c2c212946bf,1,28
1f9ac3a1a7d5f086a2223a45491dc693,1,28
974bfc5fe4a49f0b9a25a11938ff15ee,1,28
a315bdf88b50b168c9e19c10092dafc5,1,28
afbed158db1cda49899498f896582635,1,28
c51ce410c124a10e0db5e4b97fc2af39,3,28
e9814d39a4c12b62c35bcf855b94bab4,1,28
1e80de8378094480b1f638d60fbf7304,1,29
4d698123a27f0a1998e038ce87dad664,1,29
51203e71e8fb06958612debeb929e18d,1,29
63d3c4278f1fa46692a48514fde6d6cf,1,29
797cfefe4ce5035329df898e109fba09,1,29
9340113410887504dbba05a37f589592,1,29
9524e537bbbc5c9b576ce696c79e3492,1,29
981ac3863f62f11cbd49199b6748cd73,1,29
a5575c8858a3867a857bea85027ee76e,1,29
a5575c8858a3867a857bea85027ee76e,0,29
a84075d2e53a0a007ecf5c4cf87f94c0,1,29
a88025fa7946064f3dced78a9f8ff42d,1,29
c51ce410c124a10e0db5e4b97fc2af39,3,29
c56acdb20ec44b07fc93e4041dd64a42,1,29
d2ae79d7e5bc3bbe11947bbf25450f15,3,29
e39ca383a262d1475b4c1a09c9848e9f,1,29
ea734165193024428762ecd8cbe338db,1,29
09582397af0195ddace7b1ded3a9aec3,1,30
245c4e42e7169fc43bbdcb260e17c4a9,1,30
265c27b9de0cbee2fc47cbdca1b269a3,3,30
3e6b808910e60d4cc6f557057965d4ca,3,30
4bc455cdbba0406352264e4d2ebad52e,1,30
4d698123a27f0a1998e038ce87dad664,1,30
4e6583f71a1bfefc7db80b476acb9d43,1,30
59495dda55063c90e74d8761976f3229,1,30
5985738daa5869dd0130393a918dee02,1,30
700aca82457a53c588e8e1873716b269,1,30
715f05913d7273ee44ee962f5bfc2b10,1,30
71c865e90067d6a67dcf81fc841b6e5b,0,30
7fcc48d22804dbbe9b66b607d51389d4,0,30
8d70a49aa04daef1ff57762246c51978,1,30
9524e537bbbc5c9b576ce696c79e3492,1,30
97ef7f4a6f519343cfcc3c26a3639178,1,30
c0ff0663ed27f132278173331a8cc773,1,30
c964cb22adb469b8f5dd53423e9cb6d1,1,30
d360a502598a4b64b936683b44a5523a,1,30
d5fcc35c94879a4afad61cacca56192c,1,30
e046db19cf98153bca6fb502f472c188,0,30
e45e346bebac5fb8db1d1c63f751f3d8,1,30
e6ff83e1ef07a44b5c037a8048adf152,1,30
f611825af60735b6da1d7ad6e214915c,3,30
0364bd2ae20b846f3bee08d205958c49,1,31
04bb7ef9d9b70e7b0ba24757bfcb2f58,1,31
150319923275625ca702e238329ea297,1,31
2a26f6b78163ee4d2cac584d31d724e6,0,31
2f1421c4bf2281937b843ce96b3c4a5c,1,31
31425a9c4643e7a96a938b365741d6ea,1,31
3f32aabc5aa9ba61b38fce8580464495,3,31
3ff50ac95922d7134f0a2090daabcd22,1,31
4bd0346813adc91828bef800c0709c5a,0,31
50c24be28671a9fca6dd79e78d393363,1,31
52f26d40d996e993c2c5a48ab6b12221,0,31
56347b253e2db8ccdcc26e93fc09adaf,3,31
58df327a0c58b0cb6fb9eeaaaca1c3f5,1,31
5f15805708a114ef82febede1e7419ac,1,31
5f248e7564f60b201436c2b4ff45d213,1,31
618e7a22fcad351eec22a1e15ff1e844,1,31
652643549ae5328be26237ff3ed72091,1,31
65eaa36a536e484a25c6168d9ea8639d,1,31
70ca6646e4de632e328ba9ec1f17af4b,3,31
8c5bc603d10c82c4caeed882fab7389d,1,31
9017b88dd5537297e20a8a912599bfc3,1,31
b20bd2a22c7f0aef29ab5a4cb1934f71,3,31
b3b6ae1aebf71d4871a11e75290c9365,1,31
b52e08f34404599cc699fc3f7d43c840,1,31
b8e734726b4fdd64338209d53f06308d,0,31
b9ce9e13bb37ee33e702cbe12d8e1852,0,31
c2548102b88c93d3e07039cc19d43afc,0,31
c5778edf9a3ac31130f92d3bfe5587d0,3,31
c7fc7548cfba28455f30c8f28b40e11d,3,31
ca35c18f5ddfa42e8d37b561dc3c2d64,3,31
cd4e9ea43d04220d6f90db0e66758a51,1,31
ce8ff54cc28466b0b264f0c2b5893287,1,31
d0c3caa0898e81fb66985964a40cc3a7,3,31
d6f6c883f237e2e2f2f418b0fa686134,1,31
e45e346bebac5fb8db1d1c63f751f3d8,1,31
e6ff83e1ef07a44b5c037a8048adf152,1,31
f2682c2ed6193e284aef8107b2e62a4e,1,31
f2ea6b70a9c515c8329c8aae171b2fa8,3,31
f4bf4f74b0d91f232a18883a6ec5e85a,3,31
f7eabb16f5527507fc1236f156c5b816,3,31
fc101571dc468c3ebd4105b9cb3ad33e,3,31
02bf86214e264535e3412283e817deaa,1,32
150319923275625ca702e238329ea297,1,32
16546826b19b6bd13a2f8f99d80ed8d6,0,32
175aa6d014bd69c1942db361f24148d1,1,32
21a6140219cde60c18e2be6077c82235,1,32
2db9f30839751e6714522e71cdad18b5,1,32
36de40b7d85a7e39ca22d7543186441a,1,32
4216a63a4a40cd16ad257098ec9d361a,1,32
45a962b1dde50fed65ca1b9c5e4cb0ca,1,32
56106ccc7569a20c6c30083efea7c80a,3,32
5de132297ebc8d62abc21f82228d6484,1,32
884332e16606b05a678686ad1f7ecf7c,1,32
8a283d0e712537aa0e0017b889c01f2f,1,32
8f63a0e8ef285fe19d434a01018fb1e2,1,32
9220e227473606b49610b3ebbdce2887,0,32
abe9685dfe5c5885a866b7d1c3527d66,1,32
b3b6ae1aebf71d4871a11e75290c9365,1,32
b52e08f34404599cc699fc3f7d43c840,1,32
b5c01503041b70d41d80e3dbe31bbd8c,3,32
c11882a99863bff5e6bd3680ceda63a1,1,32
c1310a75abcf64560c2842885d865139,1,32
c7fc7548cfba28455f30c8f28b40e11d,3,32
d26e5e36c1b0b620407eadabb6c0c5c2,1,32
d9896106ca98d3d05b8cbdf4fd8b13a1,1,32
e8d2bfd6b72ae1962048c12bf70847cd,1,32
e9be4db96ce3f48c1c8815ff922d75fe,1,32
ec4ef880bb32bdb98e9ab21061080d1f,0,32
ee13409dfdfeb5e3a817d6c4dab23a84,1,32
0ac574271e1eeb4244e7d6dfbeb92e05,1,33
1184dd76c85df5a9514fd4a4c15a6da1,1,33
17e8f2a4f3a1dbc256e2a59ae4f5f6e8,0,33
1a2c955f92629ec92758b3262d368484,1,33
2175f8c5cd9604f6b1e576b252d4c86e,3,33
29875feadcc5e54f8fc455457bae3a79,1,33
36de40b7d85a7e39ca22d7543186441a,1,33
3842d5a521b379aee9b8d6e04923220d,1,33
450f22a64f9498b7866afc9cb4437328,3,33
4fa302c679e1aa216f3c5163c487a2cb,3,33
5077458d511d7e589bdc2b5edb504b06,1,33
521b52df480aeb6bcbae5121b05d2771,1,33
52db470b48c160e840b24bcd484822ca,0,33
6bf81c0d08f96fd9a18549232e3f1fdc,0,33
74b9074a0381ad166ea246549ca19e03,1,33
74d66337fbdf4781f030008356a86771,1,33
76b06a7d11a97ab93fe44202497b6c3c,0,33
83d0f6798412185d63bc51121ec1a636,1,33
8791797a54af0368a5b99a61f44c025b,1,33
8e3647570bb708028b9ca7c17fa6c841,0,33
9b9a5303223f2a28af00763d156fcb20,1,33
9cb1730ea71eb5e0b759f440ebf4e9ba,1,33
a283c2fa682d70aae6928ffd73c13363,3,33
a6807243689c76d0e34230e8e6ce5ca9,1,33
aaadfffa3fb5556bcfbd939c903cd4b1,1,33
b46713030b30fcd0aa0df367db16ce9a,1,33
b9ae1231c7a63eac20a46f2c6c14679a,0,33
bcbaa49d78ab4eef4f920f4dddc6945c,0,33
d26e5e36c1b0b620407eadabb6c0c5c2,1,33
d9896106ca98d3d05b8cbdf4fd8b13a1,1,33
da5bdb313233dfad319d0c27a95e12f3,1,33
e0cd3f16f9e883ca91c2a4c24f47b3d9,3,33
e804a3e088d734b12a3a2acffb77f37a,3,33
e8a902c874a6a4ff43e4c3d385b5a432,1,33
ea2befea2efb3cff74e1f086f2e65bdd,1,33
020e3e36116fa2175efc76885d034450,0,34
1272c4ded61ed458d6006961b59d243e,3,34
1ba23406aa09ee38a3c9b059b546140e,0,34
23433e65ebaa189fbdd3a8e4b0accb4d,3,34
2658bb0f73ceb372cacae503e15fa4a1,0,34
266c430a5f40c90947ba9db582a37f54,3,34
443b3031b8a21af367cec47fa7195821,0,34
4901bb0ca66492709c3cf19d91f86538,1,34
4f87658ef0de194413056248a00ce009,3,34
5988089586734f6480bd8cc5f367f99b,1,34
5ccdf872c56cb8746edf48f05347f7c9,1,34
66ae75d6754a66616d9e67e84220930d,0,34
6b5164a8d014ee16fea26af0119d9bd4,1,34
7209375983416cef4eb2d1007716ce7e,1,34
74d66337fbdf4781f030008356a86771,1,34
8791797a54af0368a5b99a61f44c025b,1,34
93b5d0a2d499bef07d64956316956d4a,1,34
94bd9019809c66c3062af895d0c35364,1,34
95bcb11b7e64d8e315c375739f79bd1e,1,34
a53e61f4db66d41b9062c9b69a64680e,0,34
ad12ce483a21096462633fb7059ccb60,1,34
c0f49c5381a2d524df80bae0badfbd8b,0,34
cfa923167b0f8ddf89336213d8de511a,0,34
d9f1790acc4889f3c2e4fbbf91a6770a,0,34
e5f3e690874abc12b31cecd8dd786261,0,34
ebebec2b88b787c1d6a4d0c457791651,1,34
f60bb6bb4c96d4df93c51bd69dcc15a0,3,34
f60bb6bb4c96d4df93c51bd69dcc15a0,1,34
fb5d9e209ebda9ab6556a31639190622,1,34
fc015875f9a4e789b38138a630852f40,1,34
007a337775d0fb61adc0b8ca1cfcbd4f,1,35
095a8836a440f22170666468b2582cca,1,35
095b9ca141a7fe8ff452b0529d24254d,0,35
1327ba7b9fb5263d8ab0ee04e79befd7,1,35
188c09ed900a447fb5d63c4887f4873a,0,35
18eb3f1b2a6d1d9a347e8f2a34d85eb5,1,35
1ce83e5d4135b07c0b82afffbe2b3436,1,35
29ebd78340b902a499261da7621db2e4,1,35
337cd73a31464dd4adfc3c5dbc356cd0,3,35
36cc12d41329e93720c82b2cdf4b522c,1,35
3938cc4afc6d967811de40f6f0ef57b5,1,35
4b3cc1a848df6aafa59e0959c57be805,1,35
536a42af25500bebfbb7ab88d3ac1b16,1,35
53e798641b82ec967a375c9cde2b8671,1,35
60c937973e75c6519e9e22a7561427f3,1,35
64684063daaca172a2126f1563d94943,3,35
6ad0d290bb224e1655b5ee736b812d3b,3,35
726390422ef6c77f1f26eef8484c1286,1,35
7992308d89ff6b43bc197c8ef9bd934b,1,35
806fbb5ccf4d491007a7e7ec2f5db462,1,35
8528df291a8f8144cd10430be8ad0848,1,35
8852539314597477cbdb3ead419304dc,0,35
8bcbcc4871f2bfe28b339ebb471a89c8,1,35
8ccfb1140664a5fa63177fb6e07352f0,1,35
8e8336b19eec4f492acff4a97a5a4bf4,1,35
91f7542916a631d88ce5eee0456a4902,1,35
94fa5f78e27806634ed49dce1e090e2f,1,35
ba542f3617078b0be2f95e64e425e190,1,35
ba573ff7a6a9e470635649d2e972274c,0,35
bea3205ddeb3466a65acb75e9d3b941f,1,35
ca8f0604222d01681e211a903ea53063,1,35
d6aec079befecaf9354f34dabcb75e26,3,35
d89953d0064e6cbf0ad201beadcda213,3,35
dbc50898cf582dfebd6d7adf4eaf9eb6,1,35
ea216c679b6a57e25a1d7063c7b5df4c,1,35
ead59d02f0e9f9937681a29f9f857eb0,1,35
03429e74d7b707d8e432b2d3bf2747f4,3,36
0fd5171a9cfc92189d2f18e3e1d02d3a,1,36
11ed73c2ef64d6935425221ef46bb7ba,0,36
314005d2fc08ed6049d7dc6a63b113a5,1,36
3327ac9d7be0fd80bae3913c89eb6344,1,36
377fad15273438fbf2269f8bf7a60406,1,36
3d9728c728f49af2642c560be7cc3f79,1,36
55d7aa47aae8b64e7b71c1bb2226cbf0,0,36
65ad0b79772b337afe3a4acab5d4f696,1,36
67555db3c49a316cd278d364495031d2,1,36
6f7706e1ea34241c52d9d6f6f29dc35d,1,36
7604c44de3835a00816074ddcf0425ad,1,36
80806fde0d52ca0976c2df069ff7ba3a,1,36
870a6e0fc19379f8ee2c8c53d463d930,1,36
8e8336b19eec4f492acff4a97a5a4bf4,1,36
8f967e843348430c08a2cf6e32d5fefe,1,36
8fecedfdf7187d3029495961c310dade,0,36
9127ff68cacf678c3b92cfeff39a89a1,3,36
98158382da26600e8ecc96abac3f0043,1,36
99fcace4df608059bd575c5fdd907304,1,36
9fbd5351c17e3add7327c5db24953e3e,1,36
a1d0c6e83f027327d8461063f4ac58a6,3,36
bba6bca05fecde04c682328e44b974b7,1,36
befeb1e70820393808a1a90c008dafa5,0,36
c8568b04602e97f104a70c2a139022bf,1,36
dcf411af60c0993d8831aaf0cbecf9f7,1,36
ee71e9af36413d25ae238726bf22b812,1,36
fd5eb3f5becb6d13e81ca1d26b84e384,1,36
ffd1571c1aa76f260a59169e5af45d2e,3,36
03516eefb191e65d77f6558f94802ab5,3,37
0c45cb6f29fc51ccb25f77ae8859d90e,1,37
0c4c93af131c294eb21bd79fd3c8b8f3,1,37
103a8e491df2e3ffd62b55b89e026ade,0,37
1f9afb22ccba54f9791bc836a6c73dd5,1,37
3327ac9d7be0fd80bae3913c89eb6344,1,37
33906a61ccd1b3fcdd80833e367c547e,1,37
3576b86d51693788f2b0ee641d1c789d,1,37
39d1f35ce12636b8139ca12adc27d191,1,37
3fd737a35eb037b9fb727cdda6094665,1,37
414e773d5b7e5c06d564f594bf6384d0,3,37
4556dec3f91f3818dd45f5ba56aaa2f3,1,37
4691eb2624cd2d5de8e78247f546d150,1,37
478ee79434a295d016f91d90ea301bcc,1,37
4d0dfdc68a789811d7b4faa941b7bdc0,1,37
51fdf24b41064f0a58b1e71258bf605a,0,37
60a678bd097888ecd6f42cbabbd796a0,0,37
616b1c9e337ff41e8583360e682e4b79,1,37
616b1c9e337ff41e8583360e682e4b79,0,37
63e0bdf67fc5d2720c0e6de6294364d5,0,37
66f5c30f1fb85e8d6ef568bc4e079bf1,0,37
710e9627ce2fa9b6399a841bf035e002,1,37
78f7d96ea21ccae89a7b581295f34135,1,37
83211097dfb9998d953342700f056506,3,37
85493640a07dd9d8ba3dd85a331ce1c9,1,37
874af7ab886dd5ad7c8306d0c2f6ac83,3,37
87790d780fcb098a59c07554cea98075,1,37
87bf97f8fd8489c0327c634f82ea5ab5,0,37
889da769f9507a4c97dfa153c9566088,1,37
8ab52645e992be6ab84658d38104a86f,1,37
8d59119b8f541235413ec8793c57c252,1,37
8f967e843348430c08a2cf6e32d5fefe,1,37
94d2a3c6dd19337f2511cdf8b4bf907e,0,37
99d03090e8ee1a599c5cfa6b22936dd2,1,37
9f6c1cbb3bcd61ca4be2ddd8100731f1,1,37
aa3ed589a31c5a0a13e40aaf1f9925df,1,37
aedd1a002e5ad51cfab580e5dfdbacd3,1,37
ba73e67221d571367994bec2adcc8663,1,37
bb2331ca7fc604fed9ef6ca7ecc78acb,1,37
c4b7241ef9627bc5be1416453fe6ff6e,0,37
cf7f9d5c874159a22202e9a45d491f70,1,37
dcb63974e7efcb5cf46738cb2a22edf1,1,37
e30208d9f2c195e040b882cda8639a43,0,37
e7e9d68d8e0d4383c405840ba53a2baa,1,37
e888cb273120b113c7f2f6bd192e8cec,1,37
f5f06f7e3057ef8a6220b9810bb49c29,1,37
0245aaafcb3873d98ad052c37bda9720,3,38
03516eefb191e65d77f6558f94802ab5,3,38
08530749f625cc4e6f62428fa299c13c,0,38
0f6a9b1f3b73c1ca559152f80b07a58a,3,38
169bc2beda50a827ad9ddf643000478e,0,38
195a38a8c8958075f9ef7356143120f4,1,38
2c6ac01ac0d8ea3ae36555a9d181f9e5,1,38
2f2bf01b37dcf09fc664ac73bcb45dfb,1,38
3576b86d51693788f2b0ee641d1c789d,1,38
3e1004180d18b03e795d19eb71243c46,1,38
3e9cead2c9b3e1d6763b44f9d32ee667,3,38
46fd13af5a665aaa8cb95c8484f00b2b,1,38
5013ac533f51f7285c6dfe8a156f7252,3,38
5e380a772291a4b1427561284cbfe95a,3,38
6d583d0f097eec08b6bf62c88ceee57c,1,38
6f5ff3384140770094287989d84fc424,1,38
710e9627ce2fa9b6399a841bf035e002,1,38
73d0663fc5a283f398f9647004562f00,1,38
777edd76f611296c1c9e9ac4bde4bb9c,0,38
8327d9ff4051c0ea7c367e17e35433af,1,38
87bf97f8fd8489c0327c634f82ea5ab5,0,38
90848b9635a895df1dfffd049ac4d5eb,1,38
a3891a389b4e26c3a0f5374ef9c22c3f,1,38
a6f3fc416954612ff16e437a8f4bc336,3,38
a8ea52b51a5b3f4c1f5fe7ddaa3ca0e5,1,38
b8bd27a519a05cf12c8b078551c5116c,1,38
d35919f25d252bf7c86f81ea8ab44022,1,38
d656dce2996a3f140e9e9d50c01e62e9,3,38
dbad4637e9603f99c662d614e13692ce,1,38
dbce2086d38925b140fcca7d519bb6bf,1,38
e43c419895f9a7ce3edf71d72bc8d784,1,38
e4da3b7fbbce2345d7772b0674a318d5,3,38
fde1fa89fef59f233ca35499a216c1af,0,38
0458a0ead9ee04b756af4b5eca26749b,0,39
062cbb86e9ef7ac073b2c8a142203e60,0,39
105405695aa6c6e0e203fbf4df13a1d5,3,39
11136038f92a8c8766d59900b6d1f78c,1,39
195a38a8c8958075f9ef7356143120f4,1,39
2219d2f4e007a928f43c7a0c99b841f7,1,39
382342c5c2fe4c5e710ff2daf93fdd93,1,39
3aaf180b7039e25d7a00ac48b7aaf1f9,1,39
47dd727f85fa9ce8621f7f5d60f09ed0,1,39
57f1c8b74db9fd40fb4e6b4c355ec5c4,1,39
706d2f4d70207f52998df45db5c30329,0,39
729e143adf99a42ff71a1627c4a0c331,1,39
766e428d1e232bbdd58664b41346196c,1,39
76890d7313afc1e1c81ec4808c0e6213,3,39
82d6e6364f4ad73b10a13adffea3498f,1,39
8445cc198063cba2fac67192094c0f54,1,39
9d7671fd138179222242d7a3e849ad25,0,39
9ee113cae575478fbf8a3fddc6fe96c8,1,39
a2d1d0139c74f800fad72732debc51b4,1,39
a7c1b5e3b341f1b148adb94d00f60dc1,1,39
ac0bfdba5fb1f97273dbcc5039c665c4,3,39
af9e420fb558b4fde9e2ea2144801917,0,39
b2b5c3f809a944639ee349e4f0f25ce9,1,39
c245884455077d94b6d45df1afd76b50,3,39
c7c9e15f134a6515268050f8016a6728,1,39
cb88dd3b026a57e94ba84b797d1cf7f2,1,39
cdff5e5dccd5935366fc8d7197e0ea7a,0,39
d2455f33e5e1eda52d8a4245e1cac7bf,3,39
dcae59eb2aed882ae1452bf903cb8263,1,39
e43c419895f9a7ce3edf71d72bc8d784,1,39
0595dfffa53837dac805418e81874b16,1,40
062cbb86e9ef7ac073b2c8a142203e60,0,40
0e1b788f07d441674915c548a05430b9,1,40
10818d8bd3be29a11db602c548aacf1e,1,40
22dae3194fe396b55b8f85d4dc1ba663,1,40
25b29aadad853462145d60fc6583ba30,1,40
296706c8cb3938a14bdafcec99eece11,1,40
2a2af1a09813c3af45797543fd2643bb,1,40
37aafba3cc0599b466fa52ca22e99015,0,40
3d0fe36c5dd11cb04fca3bc912aed263,1,40
44a33876aae0d0dbd3a67020d95c9158,0,40
4d76cabc2451fced8e5a3b434736cf4b,0,40
4dea382d82666332fb564f2e711cbc71,1,40
5954aab31b20ab1c654f77689fa95561,1,40
5f18d08dbe17ea69647d84c9c72c3343,0,40
604c12c5af8cfd55118f834561ea09ac,1,40
620b00c9436ba545642a8cf994cbd165,3,40
6248eabcb5cfa3f50311358122343d57,3,40
6248eabcb5cfa3f50311358122343d57,1,40
64ebc7938101c555ea0d437c536fcf3d,0,40
70c549b28626adf8c0d6349053a844af,1,40
74cbfea3178c30580e950b0dcfcef246,0,40
77da2f07ed6c94afa27b5f113bea7ebe,0,40
7b8804a5576a0dcede8afe9445d2f511,1,40
7ee550c75612f6f150104c1341c41710,0,40
80aae12a2f493b10462a06e6a794a0f8,1,40
82d6e6364f4ad73b10a13adffea3498f,1,40
968913c4658e7cab5cf9018732c81a3d,1,40
97d76da2da761b24da717c1a4ffdbfe1,1,40
9ee113cae575478fbf8a3fddc6fe96c8,1,40
a4a6364d7272569d05a916ab0f4c1d9b,1,40
ac0bfdba5fb1f97273dbcc5039c665c4,3,40
accb3d09ffadebc01008a9672acf8279,3,40
b55f4e394b05df9235283898e67a3405,0,40
ba7984033d8ceaabe0975ccc231b1e45,1,40
c3965c7cb15a227f10194e7e546547e6,1,40
c8aa40a3dc492d7c89be026b254eea80,1,40
c9f0f895fb98ab9159f51fd0297e236d,1,40
d2455f33e5e1eda52d8a4245e1cac7bf,3,40
da7667a22ea7ad12af360650b733406f,1,40
e3a146ec81bc9bd0b93d8ef3d52ecc3e,1,40
e5acbfa0e9588a2dc0706cf1d69797f0,3,40
f4eaf7890f54b8c8bce852fc8a9305a3,3,40
f689a1e798919c2339070441fbdc656e,1,40
0920cfdbbce6f68f30a1f280c4cd535e,0,41
0c76959930b1154ab215d47a20c05e92,1,41
0d056cb65729981066d83ad9ea7e7325,1,41
