artist_id,artist_name
887662,The Temple Church Choir
2902,Yves Montand
6402,Bourvil
4735,Karl Jenkins
5316332,Tchaikovsky's Nutcracker
289768,Georg Friedrich Haendel
65655,Daniel Barenboim
15323,Stéphane Grappelli
6966903,Jérôme Comte
633118,The English Concert
118588432,Tomas North
1324555,Vikingur Olafsson
5142,Sonny Rollins
1262866,Lincoln Baena
413969,KHATIA BUNIATISHVILI
882,The Offspring
4333,Adriana Calcanhotto
1334425,Gal Gosta
39,Survivor
3445171,Georg Gulyas
192856427,Tropical Nada
8321,Gianluca Grignani
13704,Tim Maia
9,Outkast
5550166,Zezo
264431,Catedral
545,Depeche Mode
13523,Marisa Monte
92659352,Arufi
470005,Malacates Trébol Shop
4337,The Kooks
1654,Jamie Cullum
3381,Journey
5078097,Joji
12459,Paulinho da Viola
12289196,Wallows
1817441,Inhaler
4947254,The Voidz
1379,Neil Young
4085106,Milos Karadaglic
1054,Lisa Ekdahl
7184076,Thibaut Garcia
3281,Diana Krall
130451,The Sweet Vandals
4453455,Louane
1045826,Valley Maker
7080601,Tank and The Bangas
2114,Citizen Cope
383352,L.A.B
7507950,Samm Henshaw
178567,Moonchild
998740,Izo FitzRoy
122098,The King Khan & BBQ Show
668,Eels
369,Air
84809472,Chyno with a Why?
8425674,Lady Wray
5489141,YellowStraps
74772442,Rouge Carmin
7733482,Emma Peters
27,Daft Punk
5335252,Sofiane Pamart
868,Iggy Pop
13755123,Freeze Corleone
112617712,Adé
104154,Scylla
17281,El Michels Affair
106574,Thylacine
4427266,Farhot
298133,Hindi Zahra
314777,Shay
901,Morcheeba
56009,Karin Nobbs
171883,NTO
84404902,Michelle
206634,Cats on Trees
198,Céline Dion
21,Renaud
10725097,Yanns
671,Georges Brassens
4889156,Clara Luciani
143991,Mannick
310260,Stromae
4842061,Naps
159449,Gotye
6603,MIKA
8714,Gérard Blanc
529,Raphaël
1782,Patrick Bruel
119001,Paint
252475,Jabberwocky
243,Wax Tailor
51276942,Videoclub
68580,Sexy sushi
1044,Death in Vegas
3657,Bauhaus
417,They Might Be Giants
14718,Hypnolove
3084,Jeff Beck
2856371,Dooz Kawa
5833095,Bagarre
2027,Curtis Mayfield
4254,The Guess Who
66164,CSS
1261479,Gabriels
565,Scissor Sisters
1559,The Velvet Underground
1340,The Shins
85,The Prodigy
5283483,You Man
1007,Serge Gainsbourg
1517,Stereo MC's
9094,The Monks
617,Frank Sinatra
1834,Leonard Cohen
1565,The Go! Team
1231457,The Mamas And The Papas
644,Feist
1206,T. Rex
636,The White Stripes
450721,Ian Dury
11152580,Olivia Rodrigo
1097709,Sam Smith
5292512,Halsey
5962948,Shawn Mendes
7961888,Anuel AA
1429841,Alok
9848068,Gloria Groove
75798,Adele
140005292,Sasha Alex Sloan
4331004,Zara Larsson
4554677,Gabby Barrett
5313805,Harry Styles
12436,Miley Cyrus
554792,Rosalía
139289332,Lauren Spencer Smith
1007876,One Direction
423066,Péricles
146543992,Benson Boone
8909272,Aya Nakamura
362326,Khalid
11027622,Cat Burns
5276754,Tom Walker
290,Madonna
5297021,KAROL G
9236850,Camila Cabello
5201736,Los Cantantes
8734,Eddie Santiago
5611,Willie Colón
72918,Los Sabandeños
99313,Adalberto Santiago
8083077,You y sus Girls
2098,Candi Staton
2314,Gilberto Santa Rosa
1346019,Diveana
4938,Ricardo Arjona
12942,Ricardo Montaner
487555,La India
4527779,Juan Luis Guerra
992448,Antonio Cartagena
11928391,Aitana
194029,Proyecto Uno
153220,Salsa Picante
331848,Wilfrido Vargas
6460899,Jaycob Duque
78184482,Les plus belles comptines d'Okoo
69925,P!nk
4624308,Musique pour Enfants Dodo
927,Oasis
252242,Ray
1648806,Yasuharu Takanashi
5111084,Lomepal
57504,Duke Ellington
399,Radiohead
85024,Vincent Malone
884659,Alec Benjamin
384236,Ed Sheeran
74831,Grégoire
57154,Jacques Prevert
4895,Pierre Perret
3134,Shania Twain
16282,Steve Waring
109663,Gérard Dalton
7065161,Shake Shake Go
9257636,Allan Rayman
129922,Jenny Lewis
183976,Jamie Woon
4088,Tony Bennett
439933,Dylan LeBlanc
187975917,Rei Yamauchi Fulker
14864,Dee Dee Bridgewater
317422,Ben L'oncle Soul
4116,Lizz Wright
1454,Tina Turner
383393,Avery Sunshine
2831,Lisa Stansfield
561821,Sananda Maitreya
3493,Natalie Cole
5611807,Yazmin Lacey
74289,Melody Gardot
341839,Charles Pasi
1478,Michael Bublé
12551950,Scary Pockets
625,Natalie Imbruglia
7,Jamiroquai
288255,Mamas Gun
152322,Freddy Cole
8993024,Melissa Carper
1635715,Badbadnotgood
971,Tracy Chapman
3098,George Michael
9194062,Durand Jones & The Indications
1154879,Lianne La Havas
212,Robbie Williams
412,Queen
6857989,Eunice Collins
4559122,Dana Williams
5708,Bill Medley
182569,The Cooltrane Quartet
91215,James Carr
8105,Ledisi
245438,Fally Ipupa
7439658,Pheelz
147223412,Zubaboy Session
1258943,Josey
14130817,Krys M
63344662,Nk Divine
9900758,Sarah Kalume
84324,Koffi Olomidé
5842295,Mavins
180253087,Doupi papillon
296505,P Square
85520,La Jet
11542003,Elow'n
164466107,Shakanura
5831586,Regula Mühlemann
12504,Tshala Muana
6250,Maria Callas
1568667,BM
186366047,King Soundzvibe
12919403,Pinkfong
15772,Bronski Beat
160511,Lipps Inc.
5287184,Tom & Collins
288590,Sandy B
124,Haddaway
6660808,The Course
1492883,Mike + The Mechanics
2603,Zombie Nation
144217902,Airwolf Paradise
1545,Modjo
7367150,Cmc$
1903,Europe
372624,Pete Heller's Big Love
281926,Kenny Dope
409796,Disclosure
149751,Aleem
76053262,Fred again..
4421629,Walter Taieb
3106771,Salvatore Ganacci
303,Gloria Gaynor
6243,The Pointer Sisters
147,ATB
4063,Mos Def
3924,Anis
4937383,Ozuna
8699816,Jamie Duffy
4031354,Thomas Enhco
49464382,Blurstem
5111884,Nicolas Horvath
1389813,Marika Takeuchi
469604,Akira Kosemura
12503574,Matteo Myderwyk
336903,Jean-Francois Maljean
1117,Ms. Lauryn Hill
55440682,Ben Crosland
11888005,Joeboy
4341020,Dirk Maassen
1188009,Alesso
8238326,Voilaaa
170482,Angus & Julia Stone
5620251,C. Tangana
2257541,Café Jazz
5328540,Khruangbin
1672366,Alizzz
1336,Kings of Convenience
9809,Erlend Øye
459578,Michael Kiwanuka
1194,Crowded House
3572,Kraked Unit
867,M
2494,Concrete Blonde
719,Bob Marley & The Wailers
10192306,Mounika.
14252779,The Cosmic Surfer
2104,Les Rita Mitsouko
8750,Julio Iglesias
401540,Gautier Capuçon
1609,Django Reinhardt
808347,Smooth Jazz
11578901,Oktoberfest Munich Ensemble
1126,Dean Martin
3201,Andrea Bocelli
6756253,Bob Zoom
77357,Instrumental
6133462,Toddler Fun Learning
57930782,Cocomelon
16876,Yaron Herman
1039,Cat Power
1022170,Le Poème Harmonique
6081632,Aldous Harding
2666,Galt MacDermot
4590549,Terell Safadi
614909,Angel Olsen
284911,Jimmy Heath
577666,Childish Gambino
69847,This Is The Kit
1147,Justin Timberlake
186646,Emmanuel Dahl
12002350,Kokoroko
2704,René Aubry
6690,Max Richter
86946,Philippe Chany
13189083,Fred Nardin Trio
2710,Madeleine Peyroux
8793928,Gabi Hartmann
429161,Wet
1578,The National
258817,Keaton Henson
2060,Bill Evans
947,Bright Eyes
2270,Monica
407858,Mount Kimbie
422,Fiona Apple
6163,Clifford Brown
8568,Chick Corea
1039907,Rémi Panossian Trio
211331,After 7
1420006,Amandine Beyer
93,Limp Bizkit
3559721,Klangkarussell
1023,Elliott Smith
900,Sam Cooke
762,Yann Tiersen
812409,James Blake
12038,Gal Costa
2513,Mobb Deep
157493,Armand Amar
1760,Toni Braxton
398727,Gregory Alan Isakov
1309,JAY Z
2605,Method Man
7911204,Joel Ross
3469,Sia
1035779,Gregory Porter
4979472,Jacquees
393,The Game
1350335,Frank Ocean
7543038,Charles X
11121068,Tamino
3458,Stan Getz
5142179,Andrea Motis
2337,Louis Armstrong
678,M83
1439,Sheryl Crow
352336,Camélia Jordana
4962,Michael Giacchino
2554,Brad Paisley
4086,Cesária Evora
4047894,Jorge Blanco
5866223,Lost Frequencies
73101792,Imanbek
4438587,Ty Dolla $ign
55944552,Spencer Ramsay
15691,Nicky Jam
7890914,Classical Baby Soft Music Club
1891,Roger Miller
5219650,Aline Romeiro
13658563,Masked Wolf
5264551,Era Istrefi
13914843,A Superstar de Música Infantil
131668,Michael Calfan
17008,Spice
1016,Nightcrawlers
5373788,A Turma do Cocoricó
166,Stevie Wonder
293585,Avicii
609869,Uk Apache
16254,John Michael Montgomery
1264321,Fernando Salem
1206201,Lucky Luke
6049784,Dynoro
8945638,Nio Garcia
11673675,Drenchill
5409787,Carol Biazin
50474832,Geovanna Jainy
2395,Wyclef Jean
7080935,Mario Bautista
1252,Velvet Revolver
2075,Semisonic
2,The Clash
663,Guns N' Roses
816,Lynyrd Skynyrd
860,Pink Floyd
8486,Men at Work
11695117,Camille
9811408,Calum Scott
183201,Owl City
313,John Legend
162668,D.O.D
7099473,Axwell /\ Ingrosso
101793092,The Blessed Madonna
307677,Lilly Wood And The Prick
4740968,Illenium
1846,Diplo
45,Jennifer Lopez
15326101,Shane Codd
1662884,Zonderling
2005781,Robin Schulz
9635624,Billie Eilish
1403694,Meduza
163,U2
288166,Justin Bieber
1188,Maroon 5
12290606,Freya Ridings
7543848,Post Malone
1467,Jon Secada
595,Destiny's Child
5382747,Pomme
5417036,Charlotte Cardin
15887,Julien Doré
1851,The Cardigans
163325847,SANTA
12816021,Megan Thee Stallion
162540,Ben Mazué
4539853,Fréro Delavega
296520,Slimane
183727,Georgio
7365500,Josman
1197801,Woodkid
2090121,Suzane
2607221,Gaël Faye
10806366,Therapie TAXI
9620934,Barbara Pravi
4512147,Milky Chance
726,Lifehouse
6815,Florent Pagny
4331,Ludovico Einaudi
824351,Adana Twins
3330,Carole King
384039,Villagers
66582,Joe Hisaishi
5551124,Jimmy Sax
8448,Xavier Rudd
1435,The Pogues
10017,Dombrance
9496508,The Blaze
4611,Dropkick Murphys
7007681,Patris Gero
633,Louise Attaque
12550652,Tshegue
2735,Kenny Rogers
14456487,Juice Wrld
4495513,Travis Scott
15104399,Internet money
9093938,Jack Harlow
144227,Katy Perry
7972,Gucci Mane
1948791,blackbear
11279454,YoungBoy Never Broke Again
5575762,Rae Sremmurd
9096522,Trevor Daniel
11167720,Lil Xan
72660,Logic
11420468,Lil Peep
5117,Oliver Nelson
5516927,Manset
2110,Tom Petty and the Heartbreakers
1001,Charles Aznavour
2449,John Coltrane
194137,Armin Jordan
358999,Daniel Harding
5890,Roy Hargrove
9138,Macka B
3022241,Christoph Konig
1406,Herbie Hancock
430,Tiken Jah Fakoly
2320,Israel Vibration
16500,Erroll Garner
5853,Chet Baker
1134,Peggy Lee
64739,Jimmy Scott
2105,Canned Heat
13925,Jimmy Smith
82033,Errol Garner
1423,Claude Nougaro
849,Jimi Hendrix
12593,Paula Morelenbaum
58912,Wilhelm Kempff
714,Alpha Blondy
80596,Wes Montgomery Trio
2592,Chicago
1005185,Flavia Coelho
151796,Benny Goodman and His Orchestra
162204,Anne Gastinel
3636,Art Blakey
6747671,Justin Hurwitz
1385,Kansas
1036,Billie Holiday
57557,Gerry Mulligan
15794,Rodrigo y Gabriela
153440,Emmanuelle Béranger
125471,The London Philharmonic Orchestra
1127,Vanessa Paradis
9242,Dizzy Gillespie
1911061,Anatol Ugorski
1803,Michel Polnareff
1554,Bernard Lavilliers
58319,Slam Stewart
3925,Jean Ferrat
2819961,Rotterdam Philharmonic Orchestra
192,Eric Clapton
80912,Harry Connick Jr.
5188368,Leyla McCalla
1033,Alain Souchon
2210,Peter Frampton
12234,Ska Cubano
3350,The Animals
2763,Femi Kuti
2393,Sarah Vaughan
399230,C.W. Stoneking
1426,Bonga
4676,Françoise Hardy
17224,Thomas Dutronc
16194,Art Mengo
69986,Dan Ar Braz
58326,Sonny Stitt
427772,Sarah Nemtanu
55667,Sidney Bechet
2252,The Gladiators
4979731,Jean Claude Pennetier
2580,Alphaville
455801,Orchestre Philharmonique De Monte-Carlo
352891,Adrien Moignard
56600,Sébastien Texier
129,R.E.M.
7203,Maurice Ravel
130881,Bost & Bim
6483,Andreas Scholl
615,Mel Tormé
6,Manu Chao
12491,Susana Baca
12767137,Lucienne Renaudin Vary
76404,Paolo Fresu
9122,Paul Desmond
368,Sting
1342,Ray Charles
70153,Fritz Reiner
168632,Berliner Philharmoniker
5,Amadou & Mariam
3520,Julien Clerc
2975,Mano Negra
159153,Baptiste Trotignon
806,Sizzla
57576,Anita O'day
4594,Michel Berger
311645,Tamás Vásáry
1910,Miles Davis
309010,Symphonieorchester des Bayerischen Rundfunks
150420,Tigran Hamasyan
100777122,The Alexandrov Red Army Chorus
2689,Devendra Banhart
185821,Charlie Parker Quartet
215666,Sir Neville Marriner
215702,Robert Glasper
6196,Brigitte Bardot
1384,Mark Knopfler
6485995,William Fred Scott
8348,Alain Chamfort
5622,Cannonball Adderley
6911,Ismaël Lô
11013626,The Bongo Hop
145496,Joachim Kühn
6105,Toots Thielemans
2322,Groundation
1049,Kate Bush
1446,Paul McCartney
6309,Michel Delpech
10094,Don Carlos
885,Joan Osborne
2748891,SE-Quartet
15068,Jean-Patrick Capdevielle
181,Talking Heads
221,Nat King Cole
4046251,Isak Danielson
6181,Geoffrey Oryema
1055,Luz Casal
14569407,Austin Butler
8039829,Lenesha Randolph
1027630,Shinsei kamattechan
1337,YOSHIKI
1315147,Hiroyuki Sawano
556,Howard Shore
725,Don Omar
1707079,Sometimes I Get a Good Feeling
4896145,Yuko Ando
167225,LMFAO
479,Kylie Minogue
210851,Larusso
17,Usher
399881,Olly Murs
116,Christina Aguilera
1536,Ennio Morricone
468,Jenifer
15888,Jonas Brothers
1139,The 5th Dimension
183716,Florence + The Machine
1352097,Bastille
1538640,Little Mix
404,Fall Out Boy
7358224,Cheat Codes
4607,Lily Allen
7174384,Linked Horizon
57231332,Kohta Yamamoto
10226,will.i.am
977,Boys Town Gang
7672232,The Cohen Brothers
875078,Was ist Was
1048,Peter Gabriel
896,Jack Johnson
76609,Astrid Lindgren
64578,Bibi und Tina
11685173,Was Ist Was Junior
6318152,The Oh Hellos
4423,Youth Group
76,Fatboy Slim
1009,Lou Reed
14290,Koxie
5877165,Kill Emil
734,Magic System
81545812,Al'Tarba
4699,Diana Ross
12422192,Hatik
2598,Gala
796051,Gramatik
58801,Chinese Man
4399154,Kognitif
111216192,Bézèd'H
1200692,Willy William
4426807,Yolande Moreau
197711,Izia
463,Saez
3824861,I'm Blue
7743,The Outfield
705,Muse
261649,Sola Rosa
6080,Sweatshop Union
3769,Jackson and His Computer Band
2468,Creedence Clearwater Revival
561556,MR. GREEN
343815,Ghostown
3295,Deluxe
5685,Zebda
464,Rammstein
253134,The Architect
163510,Josh Martinez
2577241,Naâman
281509,Gaëtan Roussel
3878,M.I.A.
1000956,Clean Bandit
10066482,O Show da Luna!
7822844,O Show da Luna
64887,Pierre-Laurent Aimard
433403,Matthias Goerne
1385868,Galinha Pintadinha
152366,Lang Lang
2492,The Cult
3651,New Model Army
8388,Dr. Dog
1177,Queens of the Stone Age
1182,Arctic Monkeys
196,The Cranberries
1183,Nada Surf
897,The Killers
2300801,New World Sound
168311,Carnage
1387026,Steff Da Campo
5406238,AronChupa
262271,Dimitri Vegas & Like Mike
167582,Manian
4104899,DVBBS
97123,Gareth Emery
365921,Tujamo
587,Scooter
181878,Portugal. The Man
10620,Armin van Buuren
409668,Christina Novelli
5652,Basshunter
1249649,Firebeatz
306898,Hardwell
1198612,ZEDD
174295,The Hitmen
404049,W&W
661247,Timmy Trumpet
11730,Floorfilla
13914261,Rick Gallagher Project
1396006,OMI
1263164,Groove Da Praia
15002,Above & Beyond
10046036,Moglii
7935884,Instrumental Jazz Music Ambient
4707030,ODESZA
7247886,Ours Samplus
1521999,Eve St. Jones
994757,the magician
5097223,KAASI
12106596,Fallen Roses
4478450,Rachel Elliott
487,Enya
51348332,Valentina Romano
54627,Carmen Mcrae
4113760,SOUND BEHAVIOUR
10411336,Piano bar musique masters
4130940,STEREO DUB
10567383,Javi Lobe
6835889,Trevor Kowalski
411803,Foxes
241342,Orla Fallon
149417002,Chloé Aubrée
9124412,Denis Solee & The Beegie Adair Trio
1811041,Chantal Chamberland
185724,Magon
1408074,Slackwax
10836254,Amilli
1436655,Oskar Schuster
71996602,Classy Bossa Piano Jazz Playlist
5579806,Aysedeniz Gokcin
74933072,Fully Bold
52690432,Edvard Kravchuk
287086,English Consort Of Viols
9003548,Fly by Midnight
1656026,Jan Blomqvist
1484833,CamelPhat
49424742,Rory J Brown
7431354,Piano Dreamers
107282,Sirinu
397403,Cannons
1216895,Summer Heart
4708718,Luke Howard
3161881,Flip Gucci
5336548,Hellz Yea!
134340032,Nu Genea
326180,Myd
70856,David Walters
7525,Free
110459,Os Mutantes
321,Counting Crows
6471,The Allman Brothers Band
12614,Zeca Baleiro
169,Fleetwood Mac
149013,Derek & The Dominos
210,Eagles
5114,David Gilmour
864,Deep Purple
3612,"Emerson, Lake & Palmer"
1376700,Age Of Rock
13832,Tom Zé
14578,Cazuza
7359,Heart
7144,Ana Carolina
243988,Gonzaguinha
446167,Maria Gadú
94163,Fernanda Takai
2703,ZZ Top
1450,Bee Gees
3106,a-ha
49316972,Grupo Sampa
1516,Simply Red
38,Akon
193331,The Smashing Pumpkins
2893,Marillion
596,Duran Duran
410,Sublime
86548,Kc & The Sunshine Band
243152,Dalto
3334,Spandau Ballet
215,Toto
527,Extreme
144342,Grupo Fundo De Quintal
138,Ja Rule
1075570,Reinaldo
14687,Djavan
919,Franz Ferdinand
249599,Jason Derulo
29,Calogero
7810432,Nick Barbachano
4031372,The Touré-Raichel Collective feat. Yankale Sengal
17027,Aṣa
114809,Orquesta Típica Buenos Aires
245861,Sia Tolno
3172,Penguin Cafe Orchestra
8209,Tinariwen
383796,Deuter
12282330,Mappe Of
2442,Natacha Atlas
4633,Ashram
4639336,Winston McAnuff & Fixi 
270851,Maneesh de Moor
2034,The Moldy Peaches
10965,Mohicans
60231812,Savvun
1961,Sacred Spirit
389475,Alexander Malter
4176118,Mt. Wolf
338416,Thomas Otten
73396,LUDMILLA
